ms_subclass,ms_zoning,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,foundation,bsmt_qual,total_bsmt_sf,gr_liv_area,kitchen_qual,garage_type,garage_cars,sale_type,saleprice,total_bath
60,RL,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,4,738.0,2044,2,Attchd,2.0,WD ,185000,3.0
50,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,4,Gable,MetalSd,MetalSd,None,2,PConc,3,704.0,1136,2,Detchd,1.0,WD ,123000,2.0
85,RL,Bnk,CulDSac,Mitchel,Norm,1Fam,SFoyer,6,Gable,HdBoard,Wd Shng,None,2,CBlock,4,1001.0,1299,3,BuiltIn,2.0,WD ,183500,3.0
160,FV,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,Gable,MetalSd,MetalSd,BrkFace,3,PConc,4,776.0,1441,3,Detchd,2.0,WD ,174000,3.0
20,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,1073.0,1630,2,Detchd,2.0,COD,130000,2.0
70,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,728.0,1641,4,Detchd,2.0,WD ,178000,3.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,5,Gable,VinylSd,VinylSd,None,2,PConc,4,928.0,1629,2,Attchd,2.0,WD ,189900,3.0
120,RM,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,848.0,848,3,Attchd,2.0,WD ,144000,2.0
30,RM,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,None,3,BrkTil,3,816.0,816,2,Detchd,1.0,WD ,120500,1.0
20,RL,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,PConc,4,1097.0,1097,2,Attchd,2.0,WD ,145000,2.0
120,RL,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,CemntBd,CmentBd,None,3,PConc,4,1494.0,1652,4,Attchd,2.0,WD ,251000,3.0
90,RL,Lvl,Inside,Sawyer,Norm,Duplex,1Story,4,Hip,HdBoard,HdBoard,None,2,CBlock,3,1768.0,1768,2,NA,0.0,WD ,136500,2.0
120,RL,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,Stone,3,PConc,4,1350.0,1358,3,Attchd,2.0,WD ,212500,3.0
120,RM,Lvl,FR2,Mitchel,Norm,Twnhs,1Story,6,Hip,VinylSd,VinylSd,BrkFace,2,PConc,5,1216.0,1216,2,Attchd,2.0,WD ,164000,3.0
50,RM,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,Gable,MetalSd,MetalSd,BrkFace,2,CBlock,3,967.0,1638,3,Detchd,1.0,WD ,139000,2.0
160,FV,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,Gable,MetalSd,MetalSd,BrkFace,3,PConc,4,600.0,1252,3,Detchd,2.0,WD ,160000,4.0
85,RL,Lvl,Inside,Mitchel,Norm,1Fam,SFoyer,5,Gable,HdBoard,Wd Shng,None,2,PConc,4,828.0,883,2,Detchd,2.0,WD ,149000,2.0
20,RL,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,2,CBlock,3,864.0,874,2,Attchd,1.0,WD ,130000,2.0
70,RM,Bnk,Inside,OldTown,RRAn,1Fam,2Story,7,Gable,Stucco,Stucco,None,2,BrkTil,3,576.0,1710,2,Detchd,2.0,WD ,140000,2.0
20,FV,Lvl,Corner,Somerst,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,BrkFace,3,PConc,4,1836.0,1836,3,Attchd,2.0,New,264500,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,2,CBlock,3,1092.0,1092,2,Attchd,1.0,WD ,141000,2.0
120,FV,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,NA,3,PConc,4,1241.0,1241,3,Attchd,2.0,New,199900,3.0
20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,BrkFace,2,CBlock,4,1350.0,1334,2,Attchd,2.0,WD ,167900,3.0
20,RL,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1144.0,1429,3,Attchd,2.0,WD ,181900,2.0
20,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,3,PConc,4,1566.0,1566,3,Attchd,2.0,WD ,262500,3.0
60,RL,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,Hip,HdBoard,HdBoard,BrkFace,2,PConc,4,908.0,2288,3,Attchd,2.0,WD ,230000,3.0
120,FV,Lvl,CulDSac,Somerst,Norm,TwnhsE,1Story,9,Gable,MetalSd,MetalSd,BrkFace,3,PConc,5,1698.0,1709,3,Attchd,2.0,CWD,328900,3.0
20,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1721.0,1721,3,Attchd,2.0,WD ,232698,3.0
20,RL,Lvl,Corner,CollgCr,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1254.0,1254,3,Attchd,3.0,WD ,221800,3.0
50,RL,Lvl,Corner,Sawyer,Norm,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,576.0,1350,3,2Types,3.0,WD ,152400,3.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1630.0,1630,3,Attchd,2.0,WD ,213000,2.0
60,RL,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,784.0,1585,3,Attchd,2.0,WD ,184900,3.0
190,RL,Lvl,Corner,Crawfor,Norm,2fmCon,1Story,5,Hip,MetalSd,MetalSd,BrkFace,2,CBlock,3,1165.0,1336,2,Attchd,1.0,WD ,157000,2.0
20,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,HdBoard,HdBoard,None,2,CBlock,3,864.0,1211,2,Detchd,2.0,WD ,144000,1.0
20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Gable,MetalSd,MetalSd,BrkFace,2,CBlock,4,1259.0,1353,2,Attchd,2.0,WD ,192350,3.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,Hip,HdBoard,Plywood,BrkFace,2,CBlock,3,1174.0,1200,2,Attchd,2.0,CWD,163500,3.0
60,RL,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Hip,HdBoard,HdBoard,BrkFace,2,PConc,4,1475.0,2329,3,Attchd,2.0,WD ,262280,4.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1536.0,1536,3,Attchd,2.0,WD ,214000,3.0
20,RL,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,Gable,Stone,Stone,None,2,PConc,3,1073.0,1811,4,Attchd,2.0,WD ,230000,1.0
60,RL,Lvl,Corner,NridgHt,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,5,1063.0,2172,3,Attchd,3.0,New,280000,3.0
20,C (all),Lvl,Corner,IDOTRR,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,2,CBlock,3,1073.0,1073,2,Detchd,2.0,WD ,140000,2.0
60,RL,Lvl,Inside,NAmes,PosN,1Fam,2Story,6,Gable,MetalSd,MetalSd,BrkFace,2,CBlock,3,756.0,1839,2,Attchd,2.0,WD ,155000,2.0
50,C (all),Lvl,Corner,IDOTRR,Norm,1Fam,1.5Unf,3,Gable,Wd Sdng,Wd Sdng,None,1,BrkTil,3,1020.0,1020,1,NA,0.0,ConLD,64500,1.0
60,RL,Lvl,CulDSac,SawyerW,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,946.0,1802,3,2Types,4.0,WD ,218000,4.0
80,RL,Lvl,Inside,CollgCr,Norm,1Fam,SLvl,5,Gable,Plywood,VinylSd,BrkFace,2,CBlock,3,995.0,1009,2,Detchd,2.0,WD ,160000,2.0
20,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,None,3,PConc,4,1338.0,1338,3,Attchd,2.0,New,208900,2.0
160,FV,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,689.0,1392,3,Detchd,2.0,WD ,146000,2.0
120,RL,Lvl,Inside,Veenker,Norm,TwnhsE,1Story,8,Gable,BrkFace,BrkFace,None,3,PConc,4,1260.0,1288,4,Attchd,2.0,WD ,245500,3.0
45,RM,Bnk,Inside,BrkSide,Norm,1Fam,1.5Unf,6,Gable,MetalSd,MetalSd,None,2,BrkTil,3,992.0,1013,2,Detchd,1.0,WD ,113000,1.0
20,RL,Lvl,FR3,NridgHt,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,BrkFace,3,PConc,5,1782.0,1782,3,Attchd,3.0,WD ,296000,3.0
20,RL,HLS,Corner,StoneBr,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,Stone,3,PConc,5,1922.0,1922,3,Attchd,3.0,WD ,377426,3.0
20,RL,Lvl,FR2,NridgHt,Norm,1Fam,1Story,10,Hip,CemntBd,CmentBd,Stone,4,PConc,5,1700.0,1718,4,Attchd,3.0,WD ,337500,3.0
20,RL,HLS,Inside,NridgHt,Norm,1Fam,1Story,10,Hip,CemntBd,CmentBd,Stone,4,PConc,5,2492.0,2492,4,Attchd,3.0,WD ,552000,4.0
50,RL,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,Gable,VinylSd,VinylSd,None,2,CBlock,2,624.0,936,2,Attchd,1.0,WD ,97900,1.0
20,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,3,PConc,4,1218.0,1218,3,Attchd,2.0,New,208300,2.0
60,RL,Lvl,Inside,Mitchel,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,2,PConc,4,910.0,1820,3,Attchd,3.0,WD ,213000,3.0
60,RL,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,2,PConc,4,880.0,1724,3,Attchd,2.0,WD ,188000,3.0
20,RL,Lvl,Corner,NAmes,Feedr,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1121.0,1336,2,Attchd,2.0,WD ,162000,2.0
50,RM,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,2,CBlock,3,910.0,1558,2,Attchd,1.0,WD ,152000,2.0
60,FV,Lvl,Corner,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,991.0,1947,3,Attchd,2.0,WD ,254900,3.0
60,RL,Lvl,CulDSac,SawyerW,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,832.0,1657,3,Attchd,2.0,WD ,189000,3.0
20,RL,Lvl,CulDSac,NWAmes,Norm,1Fam,1Story,7,Hip,Plywood,Plywood,BrkFace,3,CBlock,4,2048.0,2064,3,Attchd,2.0,WD ,235000,3.0
190,RL,Lvl,Inside,Edwards,Norm,2fmCon,1Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,1164.0,1164,2,Detchd,1.0,ConLD,125000,2.0
120,RL,Lvl,FR2,NPkVill,Norm,Twnhs,1Story,7,Gable,Plywood,Brk Cmn,None,2,CBlock,4,836.0,836,2,Attchd,1.0,WD ,120000,1.0
90,RL,Lvl,Inside,Edwards,Norm,Duplex,SFoyer,6,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,4,816.0,816,2,NA,0.0,WD ,118500,2.0
20,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,9,Gable,CemntBd,CmentBd,Stone,4,PConc,5,1766.0,1766,4,Attchd,3.0,New,370878,4.0
90,RH,HLS,Inside,Crawfor,Norm,Duplex,2Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,1001.0,2002,2,2Types,3.0,WD ,145000,2.0
50,RL,Lvl,Corner,Crawfor,Norm,1Fam,1.5Fin,7,Gable,VinylSd,VinylSd,BrkFace,3,CBlock,3,798.0,1954,3,Attchd,2.0,WD ,311500,3.0
120,RL,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1220.0,1364,3,Attchd,2.0,New,210250,3.0
60,RL,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,916.0,1861,3,BuiltIn,2.0,WD ,200000,4.0
70,RL,Lvl,Corner,OldTown,Norm,1Fam,2Story,4,Gable,MetalSd,MetalSd,None,3,BrkTil,2,405.0,1039,2,Detchd,1.0,WD ,114000,1.0
70,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,4,Gable,VinylSd,VinylSd,None,3,BrkTil,2,677.0,1510,3,Detchd,2.0,WD ,87500,2.0
60,RL,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8,Hip,VinylSd,VinylSd,Stone,3,PConc,5,1149.0,2541,4,BuiltIn,3.0,WD ,349265,5.0
20,RL,Lvl,Inside,SawyerW,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1512.0,1512,3,Attchd,3.0,WD ,203000,2.0
20,RL,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,1454.0,1434,3,Attchd,2.0,WD ,189000,2.0
60,FV,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,812.0,1653,3,Attchd,2.0,WD ,209000,4.0
70,RM,Lvl,Corner,OldTown,Artery,1Fam,2Story,6,Gable,Stucco,BrkFace,None,2,BrkTil,2,917.0,2007,4,Detchd,1.0,WD ,160000,2.0
20,RL,Lvl,CulDSac,Sawyer,RRAe,1Fam,1Story,5,Gable,Plywood,Plywood,BrkFace,2,CBlock,2,1037.0,1037,2,Attchd,2.0,WD ,129000,2.0
20,RL,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,2,CBlock,4,1389.0,1389,2,Attchd,2.0,WD ,170000,2.0
30,RL,Lvl,Inside,Crawfor,Norm,1Fam,1Story,5,Gable,WdShing,Stucco,None,2,PConc,3,440.0,694,3,Detchd,1.0,WD ,90350,1.0
50,RL,Lvl,Corner,Edwards,Artery,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,572.0,1096,2,NA,0.0,WD ,79000,1.0
20,RL,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,PConc,3,894.0,894,2,Attchd,2.0,WD ,149900,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,MetalSd,MetalSd,None,2,CBlock,4,864.0,864,2,Detchd,2.0,WD ,123000,2.0
70,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,4,Gable,AsbShng,Stucco,None,2,BrkTil,3,1095.0,1774,2,2Types,3.0,WD ,87000,3.0
80,RL,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,6,Gable,Plywood,Plywood,None,2,CBlock,3,1096.0,1118,2,Attchd,1.0,WD ,171000,2.0
50,RL,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,6,Gable,VinylSd,VinylSd,None,2,CBlock,3,1032.0,1252,2,Attchd,1.0,WD ,119000,1.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,BrkFace,Plywood,None,2,CBlock,3,1148.0,1148,2,Attchd,1.0,WD ,132500,2.0
70,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,8,Hip,Stucco,Wd Shng,None,2,PConc,3,588.0,1666,3,Detchd,1.0,WD ,161000,1.0
60,RL,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,9,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1357.0,1947,3,BuiltIn,3.0,WD ,274000,4.0
20,RL,Lvl,FR2,Sawyer,Feedr,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,2,CBlock,3,912.0,912,2,Detchd,1.0,WD ,125000,1.0
90,RL,Lvl,Inside,Edwards,Norm,Duplex,1Story,5,Gable,Plywood,Plywood,None,2,CBlock,3,1195.0,1195,2,NA,0.0,WD ,98500,2.0
20,RL,Lvl,Corner,NoRidge,Norm,1Fam,1Story,8,Gable,ImStucc,ImStucc,None,3,PConc,4,1624.0,1624,3,Attchd,3.0,WD ,262000,3.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,914.0,914,2,Attchd,2.0,WD ,134900,2.0
20,RL,Lvl,Inside,Timber,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,CBlock,3,1350.0,1328,2,Attchd,1.0,WD ,170000,3.0
70,RL,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,686.0,1461,2,Detchd,1.0,WD ,135000,1.0
60,RL,Lvl,Inside,NoRidge,Norm,1Fam,2Story,6,Hip,HdBoard,HdBoard,BrkFace,3,PConc,4,930.0,2683,3,Attchd,2.0,WD ,290000,4.0
20,RL,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1246.0,1258,3,Attchd,2.0,New,173500,2.0
20,RL,Bnk,Inside,Edwards,Norm,1Fam,2Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,896.0,2008,4,Attchd,1.0,WD ,225000,4.0
20,RL,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,2,CBlock,3,864.0,1187,2,Attchd,2.0,CWD,140500,2.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,PConc,4,990.0,990,2,Attchd,1.0,WD ,126000,1.0
160,FV,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,Gable,MetalSd,MetalSd,BrkFace,3,PConc,4,960.0,1586,3,Detchd,2.0,WD ,170000,4.0
20,RL,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,PConc,4,990.0,990,2,Attchd,2.0,WD ,156000,2.0
20,RL,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,1484.0,1600,2,Attchd,1.0,WD ,207500,2.0
60,FV,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,None,3,PConc,4,896.0,1792,3,Attchd,2.0,New,255000,3.0
180,RM,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4,Gable,CemntBd,CmentBd,None,2,CBlock,4,462.0,988,2,BuiltIn,1.0,WD ,94900,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,BrkFace,BrkFace,None,2,CBlock,3,1170.0,1170,2,Attchd,1.0,WD ,140000,2.0
70,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,3,Gable,MetalSd,MetalSd,None,2,BrkTil,3,738.0,1376,2,Detchd,1.0,WD ,96900,1.0
20,RL,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,5,Gable,Plywood,Plywood,BrkFace,2,CBlock,3,1154.0,1154,2,Attchd,2.0,WD ,154000,2.0
70,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,8,Hip,VinylSd,VinylSd,None,3,BrkTil,3,725.0,1772,3,Detchd,2.0,WD ,184900,3.0
20,RL,Lvl,Inside,NridgHt,PosN,1Fam,1Story,10,Hip,CemntBd,CmentBd,BrkFace,4,PConc,5,2078.0,2084,4,Attchd,3.0,New,385000,3.0
30,RM,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,951.0,951,2,Detchd,1.0,WD ,106500,1.0
60,RL,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1455.0,2687,3,BuiltIn,3.0,WD ,327000,4.0
20,RL,Lvl,Corner,Somerst,PosN,1Fam,1Story,9,Hip,VinylSd,VinylSd,Stone,4,PConc,5,2458.0,2490,4,Attchd,3.0,WD ,468000,3.0
50,RM,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,6,Gable,MetalSd,MetalSd,None,2,BrkTil,3,1204.0,1666,2,Detchd,1.0,WD ,135000,1.0
20,RL,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,3,PConc,4,1141.0,1141,2,Detchd,2.0,WD ,142500,2.0
60,RL,Lvl,Inside,NAmes,Feedr,1Fam,2Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,732.0,1464,2,Attchd,2.0,WD ,141000,2.0
190,RL,Lvl,Inside,Edwards,Norm,2fmCon,2Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,4,1117.0,1347,2,NA,0.0,WD ,107500,2.0
190,RL,Lvl,Corner,SWISU,Norm,2fmCon,1.5Fin,5,Gable,Plywood,Plywood,None,2,CBlock,3,672.0,1282,2,Detchd,1.0,WD ,108500,2.0
60,RL,Lvl,Inside,SawyerW,RRAe,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,2,PConc,4,636.0,1320,3,Attchd,2.0,WD ,150000,3.0
50,C (all),Bnk,Inside,IDOTRR,Norm,1Fam,1.5Fin,3,Gable,MetalSd,MetalSd,None,2,PConc,2,216.0,936,2,NA,0.0,WD ,78000,1.0
20,RL,Lvl,FR2,Somerst,Feedr,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,3,PConc,4,1580.0,1580,3,Attchd,3.0,ConLD,235128,2.0
20,RL,Low,CulDSac,ClearCr,Norm,1Fam,1Story,7,Gable,Plywood,Plywood,Stone,2,CBlock,4,1643.0,1824,3,Attchd,2.0,WD ,302000,3.0
20,RL,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,Gable,Plywood,Wd Sdng,None,2,CBlock,3,864.0,1558,2,Attchd,2.0,WD ,163000,3.0
160,RL,Lvl,Inside,NPkVill,Norm,TwnhsE,2Story,6,Gable,Plywood,Brk Cmn,None,2,CBlock,3,855.0,1322,2,Attchd,2.0,WD ,147000,4.0
70,RM,Lvl,Corner,OldTown,Norm,1Fam,2Story,7,Gable,Stucco,Stucco,None,3,PConc,3,910.0,1826,4,Attchd,1.0,WD ,155000,3.0
20,RL,Lvl,CulDSac,Timber,Norm,1Fam,1Story,7,Hip,HdBoard,HdBoard,BrkFace,2,CBlock,4,1309.0,1339,2,Attchd,2.0,WD ,180000,3.0
80,RL,Lvl,Corner,Timber,Norm,1Fam,SLvl,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,5,868.0,1146,3,Attchd,2.0,WD ,187500,3.0
80,RL,Lvl,Inside,Edwards,Norm,1Fam,SLvl,6,Hip,MetalSd,MetalSd,BrkFace,2,CBlock,3,1041.0,1125,2,Detchd,1.0,WD ,125000,2.0
50,RL,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,7,Gable,BrkFace,BrkFace,None,3,CBlock,4,1017.0,2057,3,Attchd,1.0,WD ,250000,2.0
30,RM,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,Mansard,MetalSd,MetalSd,None,2,BrkTil,3,481.0,899,2,Detchd,1.0,WD ,78000,1.0
190,RM,Lvl,Inside,OldTown,Norm,2fmCon,1.5Fin,4,Gable,Wd Sdng,Wd Sdng,None,2,Stone,3,828.0,1594,2,NA,0.0,WD ,118000,2.0
20,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,BrkFace,4,PConc,5,1694.0,1694,3,Attchd,3.0,New,318000,2.0
60,RL,Lvl,Inside,SawyerW,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,777.0,1911,3,Attchd,2.0,WD ,215000,3.0
30,RM,Low,Inside,IDOTRR,Norm,1Fam,1Story,4,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,2,432.0,672,2,NA,0.0,WD ,72000,1.0
20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,BrkFace,2,CBlock,4,1193.0,1523,2,Attchd,2.0,COD,180000,3.0
20,RL,Lvl,Inside,Timber,Norm,1Fam,1Story,6,Gable,VinylSd,Plywood,Stone,2,CBlock,4,1606.0,1651,2,Attchd,2.0,WD ,184000,3.0
20,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,BrkFace,2,CBlock,3,1041.0,1041,2,Attchd,1.0,WD ,124500,2.0
90,RL,Lvl,Corner,NAmes,Feedr,Duplex,1Story,5,Gable,HdBoard,HdBoard,None,2,CBlock,3,1604.0,1604,2,Attchd,2.0,WD ,135000,2.0
50,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,2,CBlock,3,981.0,1672,3,Detchd,1.0,WD ,164900,2.0
20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Hip,HdBoard,HdBoard,BrkFace,2,CBlock,3,1164.0,1164,2,Attchd,2.0,COD,140000,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,BrkFace,BrkFace,None,2,CBlock,3,1041.0,1041,2,Attchd,1.0,WD ,128000,1.0
85,RL,Lvl,CulDSac,Sawyer,Norm,1Fam,SFoyer,6,Gable,HdBoard,HdBoard,BrkCmn,2,CBlock,4,450.0,1034,2,Basment,2.0,WD ,153000,2.0
50,RM,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,6,Gambrel,MetalSd,MetalSd,None,3,BrkTil,4,796.0,1609,2,Detchd,1.0,WD ,127500,1.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,2,CBlock,3,572.0,1337,3,Attchd,1.0,WD ,141500,2.0
60,RL,Lvl,Corner,NoRidge,Norm,1Fam,2Story,8,Gable,HdBoard,HdBoard,BrkFace,3,PConc,5,1463.0,2622,3,Attchd,2.0,WD ,325000,4.0
20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,2,PConc,4,1594.0,1594,3,Attchd,2.0,WD ,188500,2.0
20,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,Stone,3,PConc,4,1262.0,1262,3,Attchd,2.0,New,185000,2.0
20,RL,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,6,Gable,VinylSd,VinylSd,BrkFace,2,PConc,4,1175.0,1175,3,NA,0.0,WD ,146000,2.0
